base_date,bank_code,bank_name_half_kana,bank_name_kanji,branch_code,branch_name_half_kana,branch_name_kanji
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,058,058ｼﾃﾝ,058支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,059,059ｼﾃﾝ,059支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,060,060ｼﾃﾝ,060支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,061,061ｼﾃﾝ,061支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,062,062ｼﾃﾝ,062支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,063,063ｼﾃﾝ,063支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,064,064ｼﾃﾝ,064支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,065,065ｼﾃﾝ,065支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,066,066ｼﾃﾝ,066支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,067,067ｼﾃﾝ,067支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,068,068ｼﾃﾝ,068支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,069,069ｼﾃﾝ,069支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,070,070ｼﾃﾝ,070支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,071,071ｼﾃﾝ,071支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,072,072ｼﾃﾝ,072支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,073,073ｼﾃﾝ,073支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,074,074ｼﾃﾝ,074支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,075,075ｼﾃﾝ,075支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,076,076ｼﾃﾝ,076支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,077,077ｼﾃﾝ,077支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,078,078ｼﾃﾝ,078支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,079,079ｼﾃﾝ,079支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,080,080ｼﾃﾝ,080支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,081,081ｼﾃﾝ,081支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,082,082ｼﾃﾝ,082支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,083,083ｼﾃﾝ,083支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,084,084ｼﾃﾝ,084支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,085,085ｼﾃﾝ,085支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,086,086ｼﾃﾝ,086支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,087,087ｼﾃﾝ,087支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,088,088ｼﾃﾝ,088支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,089,089ｼﾃﾝ,089支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,090,090ｼﾃﾝ,090支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,091,091ｼﾃﾝ,091支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,092,092ｼﾃﾝ,092支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,093,093ｼﾃﾝ,093支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,094,094ｼﾃﾝ,094支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,095,095ｼﾃﾝ,095支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,096,096ｼﾃﾝ,096支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,097,097ｼﾃﾝ,097支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,098,098ｼﾃﾝ,098支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,099,099ｼﾃﾝ,099支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,100,100ｼﾃﾝ,100支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,101,101ｼﾃﾝ,101支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,102,102ｼﾃﾝ,102支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,103,103ｼﾃﾝ,103支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,104,104ｼﾃﾝ,104支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,105,105ｼﾃﾝ,105支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,106,106ｼﾃﾝ,106支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,107,107ｼﾃﾝ,107支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,108,108ｼﾃﾝ,108支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,109,109ｼﾃﾝ,109支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,110,110ｼﾃﾝ,110支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,111,111ｼﾃﾝ,111支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,112,112ｼﾃﾝ,112支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,113,113ｼﾃﾝ,113支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,114,114ｼﾃﾝ,114支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,115,115ｼﾃﾝ,115支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,116,116ｼﾃﾝ,116支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,117,117ｼﾃﾝ,117支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,118,118ｼﾃﾝ,118支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,119,119ｼﾃﾝ,119支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,120,120ｼﾃﾝ,120支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,121,121ｼﾃﾝ,121支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,122,122ｼﾃﾝ,122支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,123,123ｼﾃﾝ,123支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,124,124ｼﾃﾝ,124支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,125,125ｼﾃﾝ,125支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,126,126ｼﾃﾝ,126支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,127,127ｼﾃﾝ,127支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,128,128ｼﾃﾝ,128支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,129,129ｼﾃﾝ,129支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,130,130ｼﾃﾝ,130支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,131,131ｼﾃﾝ,131支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,132,132ｼﾃﾝ,132支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,133,133ｼﾃﾝ,133支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,134,134ｼﾃﾝ,134支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,135,135ｼﾃﾝ,135支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,136,136ｼﾃﾝ,136支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,137,137ｼﾃﾝ,137支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,138,138ｼﾃﾝ,138支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,139,139ｼﾃﾝ,139支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,140,140ｼﾃﾝ,140支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,141,141ｼﾃﾝ,141支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,142,142ｼﾃﾝ,142支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,143,143ｼﾃﾝ,143支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,144,144ｼﾃﾝ,144支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,145,145ｼﾃﾝ,145支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,146,146ｼﾃﾝ,146支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,147,147ｼﾃﾝ,147支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,148,148ｼﾃﾝ,148支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,149,149ｼﾃﾝ,149支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,150,150ｼﾃﾝ,150支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,151,151ｼﾃﾝ,151支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,152,152ｼﾃﾝ,152支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,153,153ｼﾃﾝ,153支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,154,154ｼﾃﾝ,154支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,155,155ｼﾃﾝ,155支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,156,156ｼﾃﾝ,156支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,157,157ｼﾃﾝ,157支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,158,158ｼﾃﾝ,158支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,159,159ｼﾃﾝ,159支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,160,160ｼﾃﾝ,160支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,161,161ｼﾃﾝ,161支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,162,162ｼﾃﾝ,162支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,163,163ｼﾃﾝ,163支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,164,164ｼﾃﾝ,164支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,165,165ｼﾃﾝ,165支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,166,166ｼﾃﾝ,166支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,167,167ｼﾃﾝ,167支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,168,168ｼﾃﾝ,168支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,169,169ｼﾃﾝ,169支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,170,170ｼﾃﾝ,170支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,171,171ｼﾃﾝ,171支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,172,172ｼﾃﾝ,172支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,173,173ｼﾃﾝ,173支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,174,174ｼﾃﾝ,174支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,175,175ｼﾃﾝ,175支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,176,176ｼﾃﾝ,176支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,177,177ｼﾃﾝ,177支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,178,178ｼﾃﾝ,178支店
2023-05-12,9999,ｴｰﾀﾞﾌﾞﾘｭｰｴｽｷﾞﾝｺｳ,AWS銀行,179,179ｼﾃﾝ,179支店
